TP_COR_RACA,TP_SEXO,NU_IDADE,IN_RESERVA_ETNICO,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_APOIO_SOCIAL,IN_ATIVIDADE_EXTRACURRICULAR,TP_ESCOLA_CONCLUSAO_ENS_MEDIO,TP_SITUACAO
3,2,31,1,1,0,0,0,1,trancado
0,2,35,0,1,0,0,0,1,Cursando
3,1,30,0,1,0,0,0,1,Cursando
3,2,31,0,1,0,0,0,1,Cursando
3,2,32,1,1,1,0,0,1,formado
3,1,29,1,1,0,0,0,1,Cursando
3,2,28,1,1,1,0,0,1,evadido
2,1,29,1,1,0,0,0,1,trancado
3,1,28,1,1,1,0,0,1,trancado
3,1,29,1,1,1,0,1,1,Cursando
3,1,28,0,1,1,0,0,1,Cursando
3,1,30,1,1,1,0,0,1,Cursando
3,1,27,1,1,0,0,0,1,Cursando
1,2,35,0,1,0,0,0,1,trancado
0,2,35,0,1,0,0,0,1,Cursando
3,1,37,1,1,1,0,0,1,evadido
3,1,28,1,1,1,0,1,1,Cursando
1,2,30,0,1,0,0,0,1,Cursando
3,2,38,1,1,0,1,0,1,Cursando
3,2,30,1,1,1,0,0,1,Cursando
3,2,44,1,1,0,0,0,1,Cursando
3,2,27,1,1,1,0,0,1,Cursando
3,2,26,1,1,1,0,0,1,Cursando
1,2,27,0,0,0,0,0,1,Cursando
3,1,28,1,1,0,0,0,1,trancado
1,1,27,0,1,1,0,0,1,Cursando
2,2,26,1,1,1,0,0,1,Cursando
3,2,28,0,1,0,0,0,1,trancado
3,2,27,1,1,0,0,0,1,Cursando
2,2,29,1,1,0,0,0,1,Cursando
3,2,44,1,1,0,0,0,1,evadido
3,2,26,0,1,0,0,0,1,Cursando
3,2,27,1,1,0,0,0,1,trancado
3,1,40,0,0,0,0,0,1,evadido
1,1,28,0,0,0,0,0,1,trancado
0,1,27,0,0,0,0,0,1,Cursando
3,2,27,1,1,0,0,0,1,Cursando
0,2,40,0,1,1,0,0,1,Cursando
3,1,30,1,1,1,0,0,1,Cursando
0,1,28,0,1,0,0,1,1,Cursando
3,2,26,1,1,0,0,0,1,Cursando
3,2,29,1,1,1,0,1,1,Cursando
0,1,37,0,0,0,0,0,1,Cursando
3,2,26,1,1,0,0,0,1,trancado
3,2,25,1,1,1,0,0,1,Cursando
1,2,25,0,1,1,0,0,1,Cursando
1,2,26,0,1,0,1,0,1,formado
3,1,26,1,1,1,0,0,1,evadido
3,2,26,1,1,1,0,0,1,trancado
3,1,32,1,1,0,0,0,1,trancado
3,1,28,1,1,1,0,0,1,Cursando
3,1,30,1,1,1,0,0,1,Cursando
3,1,28,1,1,1,0,0,1,Cursando
3,2,28,0,1,0,0,0,1,Cursando
3,1,33,1,1,1,0,0,1,trancado
1,2,26,0,1,0,0,0,1,formado
3,1,25,1,1,1,0,1,1,Cursando
3,1,25,0,0,0,0,1,1,Cursando
3,1,26,0,1,1,0,0,1,evadido
1,1,27,0,1,0,0,1,1,Cursando
3,2,28,1,1,0,0,0,1,Cursando
3,1,34,1,1,0,0,0,1,Cursando
4,2,32,0,1,0,0,0,1,Cursando
1,1,28,0,1,0,0,0,1,Cursando
3,2,40,1,1,0,0,0,1,Cursando
2,1,24,1,1,1,0,0,1,formado
3,1,25,1,1,1,0,0,1,Cursando
3,1,33,0,1,0,0,0,1,Cursando
3,2,24,1,1,1,0,0,1,Cursando
1,2,34,0,1,0,0,0,1,trancado
1,1,32,0,1,0,1,1,1,formado
3,2,32,0,1,0,0,0,1,Cursando
1,1,27,0,1,0,0,0,1,Cursando
1,1,32,0,1,0,0,0,1,Cursando
3,1,28,1,1,0,0,0,1,trancado
3,1,32,0,1,0,0,0,1,Cursando
3,1,33,1,1,0,0,0,1,evadido
3,2,38,1,1,0,0,0,1,trancado
3,2,24,1,1,0,0,0,1,Cursando
3,1,29,1,1,0,0,0,1,Cursando
2,2,25,1,1,1,0,0,1,Cursando
3,2,24,1,1,0,0,0,1,Cursando
3,1,39,1,1,0,0,0,1,Cursando
1,1,24,0,1,1,0,0,1,Cursando
1,1,23,0,1,0,0,0,1,trancado
1,2,33,0,1,0,0,0,1,formado
3,2,57,1,1,0,0,0,1,Cursando
1,2,26,0,1,0,0,0,1,formado
3,1,24,0,1,1,0,0,1,Cursando
3,2,25,1,1,0,1,0,1,Cursando
1,1,32,0,1,0,0,0,1,trancado
3,1,32,1,1,0,0,0,1,evadido
1,1,30,0,1,0,0,0,1,evadido
3,2,24,1,1,0,0,0,1,trancado
3,1,30,1,1,0,0,0,1,formado
3,1,34,1,1,0,0,0,1,Cursando
1,2,26,0,1,0,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,Cursando
1,1,26,0,1,0,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,formado
3,1,31,1,1,1,0,0,1,Cursando
3,2,27,1,1,0,0,0,1,evadido
3,2,27,1,1,0,0,0,1,evadido
3,2,33,0,1,1,0,0,1,trancado
3,2,25,1,1,0,0,0,1,Cursando
1,2,24,0,1,0,0,0,1,Cursando
3,2,34,0,1,0,0,0,1,evadido
1,2,31,0,1,0,0,0,1,Cursando
0,2,38,0,0,0,0,0,1,Cursando
3,1,36,1,1,1,0,0,1,Cursando
3,1,27,1,1,0,0,0,1,evadido
3,2,32,1,1,0,0,0,1,trancado
3,1,29,1,1,0,0,0,1,Cursando
1,2,24,0,1,1,0,0,1,Cursando
3,1,24,0,1,0,0,0,1,Cursando
0,1,28,0,1,1,0,0,1,Cursando
3,1,26,1,1,0,0,0,1,trancado
2,1,23,1,1,0,0,0,1,evadido
3,2,24,1,1,1,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,formado
3,2,45,1,1,0,0,0,1,evadido
3,1,31,0,1,0,0,0,1,formado
3,2,23,1,1,0,0,0,1,Cursando
2,2,29,1,1,0,0,0,1,evadido
3,2,26,1,1,1,0,0,1,Cursando
1,1,43,0,1,0,0,0,1,Cursando
3,1,45,1,1,0,0,0,1,Cursando
3,2,26,1,1,0,0,0,1,evadido
1,2,28,0,1,0,0,0,1,Cursando
3,2,25,1,1,1,0,0,1,Cursando
3,1,23,1,1,0,0,0,1,evadido
1,2,28,0,1,0,0,0,1,evadido
3,2,29,1,1,0,0,0,1,formado
3,1,24,1,1,0,0,0,1,Cursando
3,2,36,1,1,0,0,0,1,formado
3,1,23,1,1,0,0,0,1,Cursando
3,1,23,1,1,0,0,0,1,formado
3,2,24,1,1,0,0,0,1,Cursando
1,2,23,0,1,0,0,0,1,Cursando
3,1,28,1,1,0,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,Cursando
3,2,29,0,1,0,0,0,1,evadido
3,1,28,1,1,0,0,0,1,trancado
2,2,27,1,1,1,1,0,1,Cursando
3,2,29,1,1,1,1,0,1,Cursando
3,2,23,1,1,1,0,0,1,Cursando
3,2,24,1,1,0,0,0,1,Cursando
1,1,24,0,1,0,0,1,1,formado
3,1,22,1,1,1,0,1,1,formado
3,1,22,1,1,1,0,0,1,formado
3,1,27,1,1,0,0,0,1,Cursando
3,1,22,1,1,1,0,1,1,trancado
1,2,28,0,1,1,0,0,1,Cursando
3,1,23,1,1,1,0,0,1,Cursando
3,2,35,1,1,0,0,0,1,formado
3,1,22,1,1,0,0,1,1,Cursando
2,1,22,0,1,1,0,0,1,formado
3,2,32,1,1,0,0,0,1,Cursando
3,2,33,0,1,1,0,0,1,Cursando
2,1,25,1,1,1,0,0,1,Cursando
3,2,24,1,1,0,0,0,1,trancado
3,1,23,1,1,1,0,0,1,formado
3,2,22,1,1,0,1,0,1,Cursando
2,2,23,0,1,1,0,0,1,Cursando
3,2,24,1,1,0,0,0,1,Cursando
1,1,25,0,1,0,0,0,1,Cursando
2,2,22,1,1,0,0,0,1,Cursando
3,2,23,1,1,0,0,0,1,evadido
0,2,24,0,1,1,0,0,1,Cursando
3,1,29,0,1,1,0,0,1,trancado
3,1,23,1,1,1,0,0,1,Cursando
2,2,24,1,1,0,0,0,1,trancado
3,2,22,1,1,0,0,1,1,formado
3,2,22,0,0,0,0,0,1,evadido
2,1,26,1,1,1,0,0,1,Cursando
3,1,24,1,1,1,0,0,1,Cursando
2,2,24,1,1,0,0,0,1,Cursando
3,2,52,1,1,0,0,0,1,Cursando
3,2,23,1,1,0,0,0,1,evadido
3,2,35,0,1,1,0,0,1,Cursando
3,1,22,1,1,1,0,0,1,Cursando
1,2,23,0,1,0,0,0,1,Cursando
3,1,31,1,1,0,0,0,1,Cursando
3,1,22,1,1,1,0,0,1,formado
3,1,22,1,1,1,0,0,1,Cursando
1,1,23,0,1,1,0,0,1,Cursando
3,1,22,1,1,1,0,0,1,evadido
1,2,24,0,1,0,0,0,1,Cursando
3,1,21,1,1,1,0,0,1,Cursando
3,1,23,1,1,1,0,0,1,trancado
3,2,27,1,1,0,0,0,1,Cursando
3,1,27,1,1,1,0,0,1,Cursando
3,1,42,0,1,0,0,0,1,Cursando
2,2,29,1,1,0,0,0,1,evadido
3,1,24,1,1,0,0,0,1,Cursando
1,2,22,0,1,0,0,0,1,Cursando
0,1,22,0,1,1,1,0,1,Cursando
3,1,23,1,1,1,0,0,1,Cursando
3,1,31,1,1,1,0,0,1,evadido
3,1,22,1,1,0,0,0,1,Cursando
3,1,20,1,1,0,0,0,1,Cursando
3,2,23,0,1,1,0,0,1,Cursando
3,1,32,1,1,0,0,0,1,Cursando
0,2,22,0,1,1,0,1,1,formado
0,2,23,0,1,0,0,0,1,trancado
3,2,20,1,1,0,0,0,1,Cursando
3,2,21,1,1,1,0,0,1,Cursando
0,2,28,0,1,1,0,0,1,Cursando
2,2,22,1,1,1,0,0,1,Cursando
2,1,21,1,1,0,1,1,1,Cursando
3,2,22,1,1,1,0,0,1,trancado
0,1,21,0,1,1,0,1,1,Cursando
0,1,22,0,1,0,0,0,1,formado
1,1,49,0,1,0,0,0,1,evadido
0,1,21,0,1,0,0,0,1,Cursando
0,2,49,0,1,0,0,0,1,Cursando
0,2,31,0,1,0,0,0,1,Cursando
3,2,22,1,1,1,0,0,1,Cursando
0,2,21,0,1,0,0,1,1,formado
2,2,22,1,1,1,1,0,1,trancado
3,1,21,1,1,0,0,0,1,formado
0,1,22,0,1,1,0,0,1,Cursando
3,2,23,1,1,0,0,0,1,trancado
3,2,23,0,1,0,0,0,1,Cursando
0,2,33,0,1,0,0,0,1,trancado
0,2,22,0,1,1,0,0,1,Cursando
3,2,25,1,1,1,0,0,1,Cursando
5,1,22,0,1,0,0,0,1,trancado
2,2,22,1,1,1,0,0,1,evadido
3,2,28,1,1,1,1,1,1,Cursando
3,1,35,1,1,0,0,0,1,Cursando
0,1,31,0,1,1,0,0,1,Cursando
0,2,24,0,1,0,1,0,1,Cursando
1,2,20,0,1,1,1,1,1,Cursando
3,2,22,1,1,1,1,0,1,Cursando
0,1,24,0,1,1,0,1,1,Cursando
1,2,32,0,1,1,0,0,1,Cursando
0,1,20,0,1,1,0,0,1,Cursando
3,1,19,1,1,0,1,0,1,Cursando
0,2,24,0,1,0,0,0,1,trancado
3,2,20,1,1,1,0,0,1,Cursando
3,1,21,1,1,0,0,0,1,Cursando
3,2,21,1,1,1,0,1,1,Cursando
0,2,25,0,1,1,0,0,1,Cursando
0,2,21,0,1,1,1,0,1,Cursando
0,2,20,0,1,1,0,0,1,evadido
3,1,29,1,1,1,0,0,1,trancado
3,1,30,1,1,0,0,0,1,evadido
2,1,20,1,1,0,0,0,1,Cursando
3,1,19,1,1,1,1,0,1,Cursando
3,2,22,1,1,1,0,0,1,Cursando
2,1,29,1,1,1,0,1,1,Cursando
0,1,27,0,1,1,0,1,1,Cursando
3,2,22,1,1,0,0,0,1,evadido
3,2,38,1,1,0,0,0,1,Cursando
2,2,21,1,1,0,0,0,1,Cursando
3,2,20,1,1,0,0,0,1,Cursando
3,1,29,1,1,1,0,0,1,evadido
3,1,20,1,1,0,0,0,1,Cursando
3,2,21,1,1,1,0,1,1,Cursando
2,1,21,1,1,1,0,0,1,Cursando
3,1,20,1,1,1,0,0,1,evadido
0,1,22,0,1,1,1,0,1,Cursando
3,1,20,1,1,0,0,0,1,Cursando
0,2,22,0,1,0,0,0,1,evadido
0,2,31,0,1,1,0,0,1,Cursando
0,2,25,0,1,1,0,0,1,Cursando
1,2,21,0,0,0,0,0,1,evadido
3,2,19,1,1,1,0,0,1,Cursando
0,2,22,0,1,0,1,0,1,Cursando
0,2,20,0,1,1,0,0,1,Cursando
3,2,20,1,1,1,1,0,1,Cursando
3,1,22,1,1,0,0,1,1,Cursando
3,1,23,1,1,1,0,0,1,Cursando
0,1,20,0,1,0,0,0,1,Cursando
3,1,20,1,1,0,0,0,1,Cursando
3,2,20,0,1,0,0,0,1,Cursando
3,2,22,1,1,1,0,0,1,trancado
3,1,45,1,1,0,0,0,1,trancado
3,2,25,1,1,0,0,0,1,trancado
3,2,20,1,1,0,0,0,1,Cursando
3,2,56,0,1,0,0,0,1,trancado
1,1,34,0,1,0,0,0,1,Cursando
3,1,22,1,1,1,0,0,1,trancado
0,2,20,0,1,0,0,0,1,Cursando
3,2,20,1,1,0,0,0,1,trancado
3,1,21,1,1,1,1,0,1,Cursando
3,2,19,1,1,0,0,0,1,Cursando
3,1,19,1,1,1,0,0,1,Cursando
0,2,30,0,1,1,0,0,1,trancado
3,2,20,1,1,0,0,0,1,trancado
1,2,19,0,1,1,0,0,1,trancado
2,2,21,1,1,0,0,0,1,Cursando
3,1,21,1,1,0,0,0,1,Cursando
3,1,20,1,1,0,1,0,1,Cursando
2,2,21,1,1,1,0,0,1,trancado
0,2,19,0,1,0,1,0,1,Cursando
0,1,19,0,1,0,0,0,1,Cursando
3,1,20,1,1,0,0,0,1,Cursando
0,2,54,0,0,0,0,0,1,trancado
0,2,20,0,0,0,0,0,1,trancado
0,1,25,0,1,1,0,0,1,Cursando
3,1,21,1,1,1,0,0,1,trancado
0,2,19,0,1,1,0,0,1,Cursando
0,1,36,0,1,1,0,0,1,Cursando
3,1,22,1,1,0,0,0,1,Cursando
3,1,21,1,1,1,0,0,1,trancado
2,1,20,1,1,1,0,0,1,trancado
0,2,18,0,1,0,0,0,1,Cursando
3,1,22,1,1,1,0,1,1,trancado
3,2,34,1,1,1,0,0,1,Cursando
3,1,21,1,1,0,0,0,1,Cursando
0,2,20,0,1,1,0,0,1,Cursando
3,2,40,1,1,0,0,0,1,Cursando
3,2,20,1,1,0,0,0,1,Cursando
3,2,21,1,1,0,0,0,1,Cursando
0,1,19,0,1,0,0,0,1,Cursando
3,2,24,1,1,1,0,0,1,trancado
3,2,23,1,1,0,0,0,1,Cursando
3,2,20,0,1,0,0,0,1,Cursando
4,2,18,0,0,0,0,0,1,Cursando
3,2,18,1,1,1,0,0,1,Cursando
3,2,20,1,1,1,0,0,1,Cursando
3,1,18,1,1,1,0,0,1,Cursando
3,2,20,1,1,1,0,0,1,Cursando
2,1,26,1,1,0,0,0,1,Cursando
0,2,38,0,1,0,0,0,1,Cursando
2,2,19,1,1,0,0,0,1,trancado
3,1,18,1,1,1,0,0,1,Cursando
0,2,18,0,1,1,1,0,1,Cursando
3,2,18,1,1,0,0,0,1,Cursando
0,2,21,0,1,1,0,0,1,Cursando
3,2,19,1,1,1,0,0,1,Cursando
3,2,18,0,1,1,0,0,1,Cursando
3,2,18,1,1,0,0,0,1,Cursando
3,1,18,1,1,1,0,0,1,Cursando
3,2,18,1,1,0,1,0,1,Cursando
0,2,30,0,1,1,0,0,1,trancado
3,2,23,1,1,0,0,0,1,Cursando
3,1,20,1,1,0,0,0,1,Cursando
3,2,19,1,1,1,0,0,1,Cursando
2,2,35,1,1,0,0,0,1,Cursando
0,2,18,0,1,0,0,0,1,Cursando
0,2,26,0,1,0,0,0,1,Cursando
2,2,20,1,1,0,0,0,1,Cursando
3,2,19,1,1,0,0,0,1,Cursando
1,1,19,0,0,0,0,0,1,Cursando
0,2,18,0,1,1,0,0,1,Cursando
3,1,17,1,1,0,0,0,1,Cursando
3,1,24,1,1,1,0,0,1,Cursando
0,1,18,0,1,0,0,0,1,Cursando
1,2,18,0,1,1,0,0,1,Cursando
1,1,18,0,1,1,0,0,1,Cursando
1,2,19,0,1,0,0,0,1,Cursando
3,1,21,1,1,1,0,0,1,trancado
3,2,24,1,1,1,0,0,1,Cursando
0,2,25,0,1,0,0,0,1,Cursando
0,2,19,0,1,0,0,0,1,Cursando
3,2,21,1,1,1,0,0,1,trancado
0,1,21,0,1,1,0,0,1,Cursando
0,1,18,0,1,1,0,0,1,trancado
0,2,18,0,1,1,0,0,1,Cursando
3,1,35,1,1,1,0,0,1,Cursando
0,2,19,0,1,1,0,0,1,Cursando
3,2,23,1,1,0,0,0,1,Cursando
0,2,19,0,1,1,0,0,1,Cursando
3,1,18,1,1,0,0,0,1,Cursando
0,1,18,0,1,1,0,0,1,Cursando
3,1,18,1,1,1,0,0,1,Cursando
3,2,18,1,1,0,0,0,1,Cursando
1,1,19,0,1,1,0,0,1,Cursando
3,1,19,1,1,1,0,0,1,Cursando
3,1,18,1,1,1,0,0,1,Cursando
2,1,37,1,1,0,0,0,1,Cursando
1,2,32,0,1,0,0,0,1,trancado
3,1,27,1,1,1,0,0,1,Cursando
3,1,26,1,1,1,0,0,1,Cursando
2,1,27,1,1,0,0,0,1,Cursando
1,1,26,0,1,0,0,0,1,Cursando
3,2,32,1,1,0,0,0,1,evadido
3,1,27,1,1,0,0,0,1,trancado
0,2,34,0,1,0,0,0,1,Cursando
3,2,32,1,1,0,0,0,1,Cursando
3,1,27,1,1,1,0,0,1,Cursando
2,2,32,1,1,0,0,0,1,trancado
3,1,32,1,1,1,0,0,1,Cursando
3,2,37,1,1,0,0,0,1,Cursando
1,2,28,0,1,1,0,0,1,formado
3,2,30,1,1,0,0,0,1,trancado
1,2,27,0,1,0,0,0,1,trancado
3,1,30,0,0,0,0,0,1,Cursando
2,2,34,1,1,0,0,0,1,evadido
3,2,43,1,1,0,0,0,1,Cursando
3,1,35,1,1,1,0,0,1,evadido
3,2,35,1,1,0,0,0,1,Cursando
3,2,36,1,1,0,0,0,1,Cursando
3,1,41,1,1,1,0,0,1,Cursando
1,2,40,0,1,0,0,0,1,Cursando
3,2,30,0,1,1,0,0,1,Cursando
3,2,32,1,1,0,0,0,1,evadido
1,1,31,0,1,0,0,0,1,trancado
3,2,49,0,1,0,0,0,1,Cursando
3,2,31,1,1,0,1,0,1,formado
1,1,29,0,1,1,0,0,1,trancado
3,2,30,1,1,1,0,0,1,formado
3,2,33,0,0,0,0,0,1,trancado
3,2,28,0,1,1,0,0,1,Cursando
0,1,30,0,1,0,0,0,1,trancado
3,1,29,1,1,0,0,0,1,Cursando
2,2,39,1,1,0,0,0,1,Cursando
3,1,28,1,1,1,0,0,1,trancado
3,1,28,0,1,1,0,0,1,formado
3,2,38,1,1,0,0,0,1,trancado
3,2,35,1,1,1,0,0,1,Cursando
3,2,46,1,1,0,0,0,1,Cursando
1,2,38,0,1,0,0,0,1,formado
2,2,32,1,1,1,0,0,1,Cursando
1,1,26,0,1,1,0,0,1,Cursando
3,1,40,0,1,0,0,0,1,formado
3,2,28,1,1,1,0,0,1,evadido
3,2,27,1,1,1,0,0,1,trancado
3,2,37,0,1,0,0,0,1,formado
1,2,30,0,1,0,0,0,1,trancado
1,1,30,0,1,1,0,0,1,Cursando
2,2,38,1,1,0,0,0,1,Cursando
1,2,31,0,1,1,0,0,1,Cursando
2,2,29,1,1,0,0,0,1,trancado
2,2,31,1,1,1,0,0,1,Cursando
3,2,27,0,1,1,0,0,1,evadido
3,1,33,1,1,1,0,1,1,Cursando
3,1,33,1,1,0,0,0,1,Cursando
3,1,31,1,1,1,0,1,1,Cursando
3,2,31,1,1,0,0,0,1,Cursando
1,2,26,0,1,1,0,0,1,Cursando
3,1,34,1,1,1,0,0,1,Cursando
1,2,30,0,1,0,0,0,1,formado
3,2,33,1,1,0,0,0,1,Cursando
3,2,30,1,1,1,0,0,1,Cursando
5,2,28,0,1,0,0,0,1,Cursando
2,2,29,1,1,0,0,0,1,Cursando
2,1,27,1,1,1,1,0,1,Cursando
3,2,28,1,1,0,0,0,1,trancado
1,2,44,0,1,1,0,0,1,Cursando
1,1,33,0,1,1,0,0,1,Cursando
3,2,36,1,1,0,0,0,1,Cursando
3,1,35,1,1,0,0,0,1,Cursando
3,2,44,1,1,0,0,0,1,Cursando
0,2,41,0,1,0,0,0,1,Cursando
3,1,29,0,0,0,0,0,1,Cursando
2,1,28,1,1,0,1,0,1,Cursando
3,2,26,1,1,0,1,0,1,Cursando
2,2,25,1,1,0,0,0,1,Cursando
1,2,26,0,1,1,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,Cursando
3,1,33,1,1,1,0,0,1,Cursando
3,2,35,0,1,1,0,0,1,Cursando
1,1,34,0,1,0,0,0,1,Cursando
2,2,29,1,1,1,0,1,1,trancado
1,2,25,0,1,0,0,0,1,formado
1,2,27,0,1,1,0,0,1,Cursando
3,2,30,1,1,0,0,0,1,formado
5,2,26,1,1,0,0,0,1,Cursando
3,2,25,1,1,0,1,1,1,formado
3,1,27,1,1,1,0,0,1,Cursando
3,1,29,1,1,1,1,1,1,Cursando
1,2,25,0,1,1,0,0,1,formado
3,1,36,1,1,0,0,0,1,Cursando
2,2,45,1,1,0,0,0,1,formado
3,2,28,1,1,1,0,0,1,Cursando
3,2,37,1,1,1,0,0,1,Cursando
1,2,50,0,1,0,0,0,1,trancado
1,2,29,0,1,1,0,0,1,trancado
1,2,26,0,1,0,0,0,1,Cursando
1,1,31,0,1,0,0,0,1,formado
0,1,26,0,1,1,0,0,1,formado
0,2,26,0,1,1,0,0,1,Cursando
3,2,25,1,1,1,1,0,1,Cursando
3,2,25,1,1,0,0,0,1,Cursando
2,2,48,1,1,1,0,0,1,Cursando
3,2,44,0,0,0,0,0,1,Cursando
1,2,23,0,1,0,0,0,1,Cursando
2,2,25,1,1,0,0,1,1,formado
1,1,24,0,1,0,0,0,1,Cursando
1,1,25,0,1,0,0,0,1,formado
3,2,24,1,1,1,0,0,1,formado
1,2,36,0,1,0,0,0,1,Cursando
3,1,25,0,1,1,0,0,1,Cursando
3,1,28,1,1,0,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,Cursando
3,2,39,1,1,0,0,0,1,Cursando
2,1,28,0,1,0,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,Cursando
3,1,25,1,1,1,0,0,1,Cursando
3,1,47,1,1,0,1,0,1,Cursando
1,1,24,0,1,1,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,formado
3,2,24,1,1,0,1,1,1,Cursando
3,2,24,1,1,1,0,0,1,trancado
1,2,25,0,1,1,0,0,1,Cursando
3,2,34,1,1,1,0,1,1,Cursando
3,1,25,1,1,0,0,0,1,Cursando
3,2,25,0,1,0,0,0,1,Cursando
1,2,43,0,1,0,0,0,1,Cursando
3,1,24,1,1,1,0,0,1,falecido
3,2,47,1,1,0,0,0,1,trancado
2,2,25,1,1,1,1,1,1,formado
3,1,23,1,1,0,0,1,1,formado
3,2,25,0,1,1,0,0,1,Cursando
3,1,25,1,1,1,0,0,1,Cursando
3,1,26,1,1,1,0,0,1,evadido
2,2,39,1,1,1,0,0,1,Cursando
3,1,25,1,1,1,0,0,1,trancado
1,2,27,0,1,1,0,1,1,Cursando
3,1,23,0,1,1,0,0,1,Cursando
2,1,24,1,1,1,0,0,1,Cursando
3,2,29,1,1,1,0,0,1,trancado
3,2,24,1,1,1,0,0,1,Cursando
3,2,29,1,1,0,0,0,1,trancado
3,1,23,1,1,1,1,1,1,Cursando
2,2,24,1,1,0,0,0,1,Cursando
0,1,22,0,1,0,0,0,1,formado
2,2,34,1,1,1,1,0,1,Cursando
3,1,23,1,1,0,0,0,1,Cursando
4,2,44,0,1,0,0,0,1,formado
3,2,26,1,1,0,0,0,1,evadido
1,2,24,0,1,1,0,1,1,formado
3,1,24,1,1,0,0,1,1,formado
3,1,24,0,1,0,0,1,1,formado
3,1,24,1,1,1,0,1,1,Cursando
1,2,35,0,1,0,0,0,1,Cursando
3,1,24,1,1,0,0,0,1,formado
1,1,28,0,1,1,0,0,1,Cursando
3,1,23,0,1,1,0,0,1,evadido
3,2,47,1,1,0,0,0,1,formado
3,2,28,1,1,0,0,0,1,Cursando
1,2,24,0,1,0,0,1,1,Cursando
3,2,23,0,1,0,0,0,1,trancado
3,1,27,0,1,0,0,0,1,Cursando
1,2,34,0,1,0,0,0,1,Cursando
3,2,24,1,1,0,0,1,1,formado
2,2,25,1,1,0,1,0,1,formado
1,1,23,0,1,0,0,0,1,Cursando
3,2,33,1,1,0,0,0,1,formado
3,2,24,1,1,1,1,1,1,Cursando
1,2,28,0,1,0,1,0,1,formado
3,2,26,1,1,0,0,0,1,formado
3,2,24,1,1,0,0,0,1,Cursando
3,2,26,1,1,0,0,0,1,evadido
2,1,29,1,1,0,0,1,1,formado
3,2,38,1,1,0,0,0,1,Cursando
2,1,24,1,1,0,0,1,1,trancado
3,1,32,1,1,0,0,0,1,Cursando
1,1,22,0,1,1,1,1,1,formado
2,2,33,1,1,1,0,0,1,Cursando
3,2,38,1,1,1,0,0,1,trancado
3,1,24,1,1,1,0,1,1,formado
3,2,23,1,1,1,0,0,1,Cursando
3,2,42,1,1,0,0,0,1,Cursando
0,2,24,0,1,1,0,0,1,Cursando
3,1,23,1,1,1,0,0,1,Cursando
3,1,22,0,1,1,0,1,1,Cursando
3,2,21,1,1,1,1,0,1,Cursando
3,2,22,1,1,1,0,0,1,formado
2,1,22,1,1,1,1,1,1,Cursando
3,1,24,1,1,0,0,0,1,formado
3,1,22,1,1,1,0,0,1,Cursando
3,1,22,0,1,0,0,0,1,formado
3,1,24,1,1,1,0,0,1,formado
3,2,33,1,1,0,0,0,1,formado
2,2,28,1,1,1,0,0,1,formado
2,1,22,1,1,1,0,0,1,formado
2,2,22,1,1,0,0,1,1,Cursando
3,1,22,1,1,1,1,0,1,Cursando
1,1,22,0,1,1,0,0,1,Cursando
1,1,23,0,1,1,1,0,1,formado
3,2,24,1,1,0,0,1,1,formado
1,1,45,0,1,0,0,0,1,formado
3,2,35,1,1,0,0,0,1,Cursando
3,2,21,1,1,1,0,1,1,Cursando
2,1,23,1,1,1,1,0,1,Cursando
3,1,22,1,1,0,0,1,1,Cursando
1,1,22,0,1,1,0,0,1,Cursando
3,1,22,1,1,0,0,1,1,Cursando
3,2,22,1,1,1,0,1,1,Cursando
1,2,23,0,1,0,0,0,1,Cursando
3,1,23,1,1,0,1,1,1,Cursando
3,1,23,1,1,1,0,0,1,Cursando
1,2,21,0,1,1,0,0,1,Cursando
3,1,21,1,1,0,1,1,1,Cursando
2,2,21,1,1,0,0,0,1,Cursando
3,2,22,1,1,1,1,0,1,Cursando
0,2,22,0,1,0,0,0,1,Cursando
3,2,24,0,1,1,0,0,1,Cursando
0,2,45,0,1,0,0,0,1,formado
1,1,24,0,1,1,0,0,1,Cursando
0,1,38,0,1,0,0,0,1,Cursando
0,2,23,0,1,0,0,1,1,Cursando
0,2,30,0,1,1,0,0,1,Cursando
3,2,35,1,1,0,0,0,1,Cursando
1,1,22,0,1,1,0,0,1,Cursando
3,1,22,1,1,1,0,0,1,Cursando
3,2,21,1,1,1,0,0,1,Cursando
0,1,22,0,1,0,0,0,1,Cursando
1,1,28,0,1,1,0,1,1,Cursando
0,1,23,0,0,0,0,0,1,evadido
0,2,42,0,1,1,0,0,1,Cursando
0,2,21,0,0,0,0,0,1,Cursando
1,1,21,0,1,1,0,0,1,Cursando
3,1,24,1,1,1,0,0,1,Cursando
3,2,30,1,1,1,0,0,1,Cursando
1,2,32,0,1,0,0,0,1,Cursando
0,2,23,0,0,0,1,0,1,Cursando
0,2,22,0,1,1,0,0,1,Cursando
